item_id,ingredient_id,ingredient_name,ingredient_category
20316,41,cheese,dairy
20317,42,mozzarella,dairy
20317,63,noodles,grain
20317,155,pecan,nut
20318,31,cucumber,vegetable
20318,134,brown sugar,sweetener
20318,159,sesame seed,nut
20318,48,ricotta,dairy
20319,33,corn,vegetable
20320,89,chimichurri,sauce
20321,16,ground beef,protein
20321,1,chicken,protein
20321,58,provolone,dairy
20321,47,goat cheese,dairy
20322,97,cumin,spice
20322,106,chili powder,spice
20323,97,cumin,spice
20323,67,pita,grain
20323,58,provolone,dairy
20324,97,cumin,spice
20324,90,tahini,sauce
20324,103,cayenne,spice
20324,59,rice,grain
20325,66,tortilla,grain
20325,62,flour,grain
20326,99,oregano,spice
20326,94,salsa,sauce
20326,61,bread,grain
20327,105,coriander,spice
20327,153,walnut,nut
20327,130,sugar,sweetener
20327,48,ricotta,dairy
20328,74,rice noodles,grain
20328,150,peanut,nut
20328,55,swiss cheese,dairy
20329,68,naan,grain
20330,136,stevia,sweetener
20330,156,hazelnut,nut
20330,129,yuzu,fruit
20331,7,tofu,protein
20331,36,celery,vegetable
20331,11,duck,protein
20332,148,chili oil,oil
20332,73,udon noodles,grain
20332,38,ginger,vegetable
20332,11,duck,protein
20333,44,cheddar,dairy
20333,70,croissant,grain
20334,36,celery,vegetable
20334,62,flour,grain
20334,128,guava,fruit
20334,78,soy sauce,sauce
20335,11,duck,protein
20336,4,shrimp,protein
20336,150,peanut,nut
20336,130,sugar,sweetener
20336,19,chorizo,protein
20336,129,yuzu,fruit
20336,45,cream cheese,dairy
20337,90,tahini,sauce
20338,136,stevia,sweetener
20339,36,celery,vegetable
20339,88,marinara,sauce
20339,90,tahini,sauce
20339,31,cucumber,vegetable
20340,91,hoisin,sauce
20341,119,strawberry,fruit
20341,103,cayenne,spice
20341,38,ginger,vegetable
20342,95,salt,spice
20343,4,shrimp,protein
20343,74,rice noodles,grain
20343,150,peanut,nut
20343,10,bacon,protein
20343,101,thyme,spice
20343,136,stevia,sweetener
20343,34,jalapeno,vegetable
20344,46,feta,dairy
20345,86,pesto,sauce
20345,87,alfredo,sauce
20345,141,olive oil,oil
20345,158,macadamia,nut
20346,41,cheese,dairy
20346,19,chorizo,protein
20347,150,peanut,nut
20348,136,stevia,sweetener
20348,87,alfredo,sauce
20348,113,lime,fruit
20349,5,salmon,protein
20349,130,sugar,sweetener
20349,28,bell pepper,vegetable
20350,74,rice noodles,grain
20350,150,peanut,nut
20350,113,lime,fruit
20350,32,avocado,vegetable
20350,141,olive oil,oil
20350,105,coriander,spice
20351,1,chicken,protein
20351,85,aioli,sauce
20351,49,butter,dairy
20351,114,orange,fruit
20352,112,lemon,fruit
20352,48,ricotta,dairy
20352,69,bagel,grain
20352,93,fish sauce,sauce
20353,29,mushroom,vegetable
20353,56,brie,dairy
20354,150,peanut,nut
20354,7,tofu,protein
20354,31,cucumber,vegetable
20355,149,truffle oil,oil
20355,44,cheddar,dairy
20355,143,sesame oil,oil
20355,39,scallion,vegetable
20356,141,olive oil,oil
20356,25,kale,vegetable
20357,107,cinnamon,spice
20357,66,tortilla,grain
20358,4,shrimp,protein
20358,74,rice noodles,grain
20358,113,lime,fruit
20358,99,oregano,spice
20358,83,teriyaki,sauce
20358,19,chorizo,protein
20358,100,basil,spice
20359,82,mayo,sauce
20359,24,spinach,vegetable
20359,159,sesame seed,nut
20360,51,milk,dairy
20360,116,pineapple,fruit
20360,150,peanut,nut
20361,35,cabbage,vegetable
20361,84,sriracha,sauce
20361,122,coconut,fruit
20362,12,crab,protein
20362,112,lemon,fruit
20363,134,brown sugar,sweetener
20363,91,hoisin,sauce
20363,76,farro,grain
20363,16,ground beef,protein
20364,99,oregano,spice
20364,65,oats,grain
20364,147,peanut oil,oil
20365,107,cinnamon,spice
20365,159,sesame seed,nut
20365,73,udon noodles,grain
20366,43,parmesan,dairy
20366,116,pineapple,fruit
20366,13,lobster,protein
20366,11,duck,protein
20367,148,chili oil,oil
20368,115,mango,fruit
20368,58,provolone,dairy
20368,134,brown sugar,sweetener
20369,109,garlic powder,spice
20370,80,bbq sauce,sauce
20370,5,salmon,protein
20370,55,swiss cheese,dairy
20370,64,quinoa,grain
20371,28,bell pepper,vegetable
20371,113,lime,fruit
20371,51,milk,dairy
20372,98,paprika,spice
20372,105,coriander,spice
20372,26,broccoli,vegetable
20372,134,brown sugar,sweetener
20373,148,chili oil,oil
20374,74,rice noodles,grain
20374,130,sugar,sweetener
20375,117,apple,fruit
20375,3,pork,protein
20376,96,pepper,spice
20377,30,zucchini,vegetable
20377,101,thyme,spice
20378,38,ginger,vegetable
20378,87,alfredo,sauce
20379,1,chicken,protein
20379,15,sausage,protein
20379,54,blue cheese,dairy
20379,27,carrot,vegetable
20380,86,pesto,sauce
20380,65,oats,grain
20381,65,oats,grain
20381,87,alfredo,sauce
20381,60,pasta,grain
20382,37,garlic,vegetable
20383,81,ranch,sauce
20384,155,pecan,nut
20384,101,thyme,spice
20384,125,watermelon,fruit
20384,37,garlic,vegetable
20385,90,tahini,sauce
20385,78,soy sauce,sauce
20385,81,ranch,sauce
20385,33,corn,vegetable
20386,134,brown sugar,sweetener
20386,157,pine nut,nut
20386,56,brie,dairy
20386,150,peanut,nut
20387,10,bacon,protein
20387,91,hoisin,sauce
20387,139,caramel,sweetener
20388,74,rice noodles,grain
20388,150,peanut,nut
20388,113,lime,fruit
20388,122,coconut,fruit
20388,64,quinoa,grain
20389,110,curry powder,spice
20389,41,cheese,dairy
20390,122,coconut,fruit
20391,4,shrimp,protein
20391,74,rice noodles,grain
20391,150,peanut,nut
20391,113,lime,fruit
20391,101,thyme,spice
20392,4,shrimp,protein
20392,74,rice noodles,grain
20392,150,peanut,nut
20392,56,brie,dairy
20392,82,mayo,sauce
20392,145,canola oil,oil
20393,150,peanut,nut
20394,39,scallion,vegetable
20395,140,condensed milk,sweetener
20396,119,strawberry,fruit
20396,84,sriracha,sauce
20397,4,shrimp,protein
20397,74,rice noodles,grain
20397,113,lime,fruit
20397,14,scallops,protein
20397,64,quinoa,grain
20397,46,feta,dairy
20398,43,parmesan,dairy
20398,108,ginger powder,spice
20398,78,soy sauce,sauce
20399,4,shrimp,protein
20399,74,rice noodles,grain
20399,150,peanut,nut
20399,113,lime,fruit
20399,53,sour cream,dairy
20399,64,quinoa,grain
20400,74,rice noodles,grain
20400,150,peanut,nut
20400,48,ricotta,dairy
20401,129,yuzu,fruit
20401,71,sourdough,grain
20401,118,banana,fruit
20402,79,hot sauce,sauce
20402,159,sesame seed,nut
20402,47,goat cheese,dairy
20402,46,feta,dairy
20403,23,lettuce,vegetable
20403,47,goat cheese,dairy
20404,145,canola oil,oil
20404,111,za'atar,spice
20405,101,thyme,spice
20405,48,ricotta,dairy
20405,4,shrimp,protein
20406,12,crab,protein
20406,18,pulled pork,protein
20406,56,brie,dairy
20406,114,orange,fruit
20407,134,brown sugar,sweetener
20408,153,walnut,nut
20408,69,bagel,grain
20408,102,rosemary,spice
20409,107,cinnamon,spice
20409,148,chili oil,oil
20410,128,guava,fruit
20410,65,oats,grain
20411,114,orange,fruit
20411,27,carrot,vegetable
20412,63,noodles,grain
20412,46,feta,dairy
20412,9,turkey,protein
20413,63,noodles,grain
20414,130,sugar,sweetener
20414,49,butter,dairy
20414,137,vanilla extract,sweetener
20414,138,chocolate,sweetener
20414,136,stevia,sweetener
20414,80,bbq sauce,sauce
20414,150,peanut,nut
20415,51,milk,dairy
20415,137,vanilla extract,sweetener
20415,130,sugar,sweetener
20415,133,agave,sweetener
20416,55,swiss cheese,dairy
20416,78,soy sauce,sauce
20417,140,condensed milk,sweetener
20417,105,coriander,spice
20417,72,ramen noodles,grain
20417,144,coconut oil,oil
20418,159,sesame seed,nut
20418,77,tomato sauce,sauce
20418,43,parmesan,dairy
20419,65,oats,grain
20420,140,condensed milk,sweetener
20420,111,za'atar,spice
20420,110,curry powder,spice
20421,148,chili oil,oil
20422,105,coriander,spice
20422,6,tuna,protein
20423,16,ground beef,protein
20423,139,caramel,sweetener
20424,62,flour,grain
20424,130,sugar,sweetener
20424,49,butter,dairy
20424,138,chocolate,sweetener
20424,114,orange,fruit
20425,90,tahini,sauce
20425,66,tortilla,grain
20425,35,cabbage,vegetable
20426,80,bbq sauce,sauce
20426,70,croissant,grain
20427,51,milk,dairy
20427,137,vanilla extract,sweetener
20427,130,sugar,sweetener
20427,98,paprika,spice
20428,31,cucumber,vegetable
20428,38,ginger,vegetable
20428,35,cabbage,vegetable
20429,96,pepper,spice
20430,62,flour,grain
20430,130,sugar,sweetener
20430,49,butter,dairy
20430,137,vanilla extract,sweetener
20430,138,chocolate,sweetener
20430,111,za'atar,spice
20430,134,brown sugar,sweetener
20431,65,oats,grain
20432,93,fish sauce,sauce
20432,108,ginger powder,spice
20432,129,yuzu,fruit
20433,130,sugar,sweetener
20433,49,butter,dairy
20433,138,chocolate,sweetener
20433,72,ramen noodles,grain
20433,150,peanut,nut
20434,150,peanut,nut
20434,70,croissant,grain
20434,69,bagel,grain
20435,62,flour,grain
20435,130,sugar,sweetener
20435,137,vanilla extract,sweetener
20435,138,chocolate,sweetener
20435,69,bagel,grain
20435,90,tahini,sauce
20436,39,scallion,vegetable
20436,102,rosemary,spice
20436,3,pork,protein
20437,105,coriander,spice
20437,150,peanut,nut
20437,63,noodles,grain
20437,85,aioli,sauce
20438,101,thyme,spice
20438,84,sriracha,sauce
20438,117,apple,fruit
20439,104,turmeric,spice
20439,105,coriander,spice
20440,31,cucumber,vegetable
20440,75,couscous,grain
20441,113,lime,fruit
20442,51,milk,dairy
20442,137,vanilla extract,sweetener
20442,130,sugar,sweetener
20442,30,zucchini,vegetable
20442,131,honey,sweetener
20442,68,naan,grain
20443,8,lamb,protein
20443,108,ginger powder,spice
20444,71,sourdough,grain
20445,49,butter,dairy
20445,137,vanilla extract,sweetener
20445,138,chocolate,sweetener
20445,102,rosemary,spice
20445,26,broccoli,vegetable
20445,65,oats,grain
20445,69,bagel,grain
20446,91,hoisin,sauce
20446,89,chimichurri,sauce
20447,119,strawberry,fruit
20447,143,sesame oil,oil
20447,32,avocado,vegetable
20448,98,paprika,spice
20449,104,turmeric,spice
20449,5,salmon,protein
20449,69,bagel,grain
20449,13,lobster,protein
20450,144,coconut oil,oil
20450,73,udon noodles,grain
20450,148,chili oil,oil
20451,62,flour,grain
20451,130,sugar,sweetener
20451,49,butter,dairy
20451,138,chocolate,sweetener
20451,124,grape,fruit
20451,5,salmon,protein
20451,69,bagel,grain
20452,62,flour,grain
20452,130,sugar,sweetener
20452,49,butter,dairy
20452,137,vanilla extract,sweetener
20452,9,turkey,protein
20452,19,chorizo,protein
20453,148,chili oil,oil
20453,101,thyme,spice
20453,65,oats,grain
20454,87,alfredo,sauce
20454,30,zucchini,vegetable
20454,55,swiss cheese,dairy
20455,130,sugar,sweetener
20455,48,ricotta,dairy
20455,16,ground beef,protein
20455,132,maple syrup,sweetener
20456,49,butter,dairy
20456,137,vanilla extract,sweetener
20456,75,couscous,grain
20456,84,sriracha,sauce
20456,87,alfredo,sauce
20456,124,grape,fruit
20457,88,marinara,sauce
20457,119,strawberry,fruit
20458,51,milk,dairy
20458,137,vanilla extract,sweetener
20458,130,sugar,sweetener
20458,8,lamb,protein
20458,40,bok choy,vegetable
20458,5,salmon,protein
20458,90,tahini,sauce
20459,115,mango,fruit
20459,149,truffle oil,oil
20460,58,provolone,dairy
20460,18,pulled pork,protein
20460,96,pepper,spice
20461,55,swiss cheese,dairy
20461,1,chicken,protein
20462,67,pita,grain
20462,155,pecan,nut
20462,74,rice noodles,grain
20462,115,mango,fruit
20463,70,croissant,grain
20463,61,bread,grain
20463,155,pecan,nut
20463,62,flour,grain
20464,113,lime,fruit
20464,127,dragon fruit,fruit
20465,32,avocado,vegetable
20465,126,passion fruit,fruit
20465,27,carrot,vegetable
20465,141,olive oil,oil
20466,132,maple syrup,sweetener
20466,155,pecan,nut
20466,43,parmesan,dairy
20466,72,ramen noodles,grain
20467,123,peach,fruit
20467,11,duck,protein
20467,27,carrot,vegetable
20468,91,hoisin,sauce
20468,12,crab,protein
20468,151,almond,nut
20469,22,tomato,vegetable
20469,132,maple syrup,sweetener
20469,52,yogurt,dairy
20470,24,spinach,vegetable
20470,156,hazelnut,nut
20470,19,chorizo,protein
20471,102,rosemary,spice
20471,92,oyster sauce,sauce
20472,19,chorizo,protein
20473,19,chorizo,protein
20473,149,truffle oil,oil
20473,3,pork,protein
20474,72,ramen noodles,grain
20474,6,tuna,protein
20474,152,cashew,nut
20475,54,blue cheese,dairy
20475,91,hoisin,sauce
20475,81,ranch,sauce
20476,127,dragon fruit,fruit
20476,62,flour,grain
20476,16,ground beef,protein
20476,54,blue cheese,dairy
20477,52,yogurt,dairy
20477,121,raspberry,fruit
20477,47,goat cheese,dairy
20477,25,kale,vegetable
20478,27,carrot,vegetable
20479,159,sesame seed,nut
20479,141,olive oil,oil
20479,106,chili powder,spice
20480,51,milk,dairy
20480,130,sugar,sweetener
20480,101,thyme,spice
20481,111,za'atar,spice
20481,83,teriyaki,sauce
20482,81,ranch,sauce
20483,119,strawberry,fruit
20483,93,fish sauce,sauce
20483,2,beef,protein
20483,44,cheddar,dairy
20484,150,peanut,nut
20484,158,macadamia,nut
20484,41,cheese,dairy
20484,51,milk,dairy
20485,88,marinara,sauce
20485,72,ramen noodles,grain
20485,41,cheese,dairy
20485,93,fish sauce,sauce
20486,13,lobster,protein
20486,77,tomato sauce,sauce
20486,6,tuna,protein
20486,72,ramen noodles,grain
20487,62,flour,grain
20487,49,butter,dairy
20487,137,vanilla extract,sweetener
20487,138,chocolate,sweetener
20487,31,cucumber,vegetable
20487,56,brie,dairy
20487,144,coconut oil,oil
20487,15,sausage,protein
20488,64,quinoa,grain
20488,133,agave,sweetener
20488,159,sesame seed,nut
20489,68,naan,grain
20489,50,cream,dairy
20489,60,pasta,grain
20490,51,milk,dairy
20490,137,vanilla extract,sweetener
20490,130,sugar,sweetener
20490,93,fish sauce,sauce
20491,130,sugar,sweetener
20491,49,butter,dairy
20491,137,vanilla extract,sweetener
20491,138,chocolate,sweetener
20491,67,pita,grain
20491,31,cucumber,vegetable
20491,11,duck,protein
20492,22,tomato,vegetable
20492,48,ricotta,dairy
20493,59,rice,grain
20493,30,zucchini,vegetable
20493,15,sausage,protein
20493,44,cheddar,dairy
20494,14,scallops,protein
20495,84,sriracha,sauce
20495,57,gouda,dairy
20496,132,maple syrup,sweetener
20497,11,duck,protein
20497,84,sriracha,sauce
20497,88,marinara,sauce
20497,8,lamb,protein
20498,71,sourdough,grain
20498,110,curry powder,spice
20499,51,milk,dairy
20499,137,vanilla extract,sweetener
20499,130,sugar,sweetener
20499,35,cabbage,vegetable
20500,62,flour,grain
20500,116,pineapple,fruit
20500,72,ramen noodles,grain
20500,21,onion,vegetable
20501,62,flour,grain
20501,130,sugar,sweetener
20501,49,butter,dairy
20501,148,chili oil,oil
20501,42,mozzarella,dairy
20501,155,pecan,nut
20501,41,cheese,dairy
20502,153,walnut,nut
20502,118,banana,fruit
20502,70,croissant,grain
20503,106,chili powder,spice
20503,37,garlic,vegetable
20503,70,croissant,grain
20503,89,chimichurri,sauce
20504,99,oregano,spice
20505,152,cashew,nut
20505,158,macadamia,nut
20505,23,lettuce,vegetable
20506,51,milk,dairy
20506,130,sugar,sweetener
20506,136,stevia,sweetener
20506,67,pita,grain
20506,80,bbq sauce,sauce
20507,94,salsa,sauce
20508,62,flour,grain
20508,130,sugar,sweetener
20508,49,butter,dairy
20508,137,vanilla extract,sweetener
20508,42,mozzarella,dairy
20509,51,milk,dairy
20509,137,vanilla extract,sweetener
20509,107,cinnamon,spice
20509,29,mushroom,vegetable
20510,83,teriyaki,sauce
20511,51,milk,dairy
20511,137,vanilla extract,sweetener
20511,130,sugar,sweetener
20511,26,broccoli,vegetable
20512,51,milk,dairy
20512,137,vanilla extract,sweetener
20512,130,sugar,sweetener
20512,3,pork,protein
20512,57,gouda,dairy
20512,31,cucumber,vegetable
20512,114,orange,fruit
20513,62,flour,grain
20513,130,sugar,sweetener
20513,49,butter,dairy
20513,137,vanilla extract,sweetener
20513,138,chocolate,sweetener
20513,53,sour cream,dairy
20513,119,strawberry,fruit
20513,116,pineapple,fruit
20514,31,cucumber,vegetable
20514,151,almond,nut
20514,148,chili oil,oil
20514,131,honey,sweetener
20515,113,lime,fruit
20515,3,pork,protein
20516,121,raspberry,fruit
20516,47,goat cheese,dairy
20516,133,agave,sweetener
20517,8,lamb,protein
20517,67,pita,grain
20518,30,zucchini,vegetable
20518,93,fish sauce,sauce
20518,2,beef,protein
20518,138,chocolate,sweetener
20519,153,walnut,nut
20519,64,quinoa,grain
20520,12,crab,protein
20520,13,lobster,protein
20520,115,mango,fruit
20521,1,chicken,protein
20521,22,tomato,vegetable
20521,50,cream,dairy
20521,38,ginger,vegetable
20521,37,garlic,vegetable
20521,117,apple,fruit
20521,121,raspberry,fruit
20522,88,marinara,sauce
20522,116,pineapple,fruit
20522,37,garlic,vegetable
20522,28,bell pepper,vegetable
20523,95,salt,spice
20523,58,provolone,dairy
20523,75,couscous,grain
20524,81,ranch,sauce
20524,114,orange,fruit
20524,104,turmeric,spice
20525,30,zucchini,vegetable
20526,28,bell pepper,vegetable
20526,124,grape,fruit
20527,61,bread,grain
20527,23,lettuce,vegetable
20528,134,brown sugar,sweetener
20528,3,pork,protein
20528,147,peanut oil,oil
20528,41,cheese,dairy
20529,39,scallion,vegetable
20529,130,sugar,sweetener
20530,38,ginger,vegetable
20531,104,turmeric,spice
20531,98,paprika,spice
20531,26,broccoli,vegetable
20531,70,croissant,grain
20532,100,basil,spice
20532,15,sausage,protein
20532,90,tahini,sauce
20532,155,pecan,nut
20533,90,tahini,sauce
20534,13,lobster,protein
20534,28,bell pepper,vegetable
20534,83,teriyaki,sauce
20535,40,bok choy,vegetable
20535,64,quinoa,grain
20535,140,condensed milk,sweetener
20536,1,chicken,protein
20536,22,tomato,vegetable
20536,50,cream,dairy
20536,37,garlic,vegetable
20536,72,ramen noodles,grain
20536,154,pistachio,nut
20537,108,ginger powder,spice
20537,83,teriyaki,sauce
20537,79,hot sauce,sauce
20537,145,canola oil,oil
20538,62,flour,grain
20538,97,cumin,spice
20538,159,sesame seed,nut
20538,116,pineapple,fruit
20539,83,teriyaki,sauce
20539,11,duck,protein
20540,53,sour cream,dairy
20541,91,hoisin,sauce
20541,23,lettuce,vegetable
20541,51,milk,dairy
20542,1,chicken,protein
20542,22,tomato,vegetable
20542,50,cream,dairy
20542,38,ginger,vegetable
20542,113,lime,fruit
20542,142,vegetable oil,oil
20543,22,tomato,vegetable
20543,50,cream,dairy
20543,38,ginger,vegetable
20543,37,garlic,vegetable
20543,42,mozzarella,dairy
20543,126,passion fruit,fruit
20544,88,marinara,sauce
20544,67,pita,grain
20544,37,garlic,vegetable
20545,117,apple,fruit
20545,60,pasta,grain
20545,108,ginger powder,spice
20546,81,ranch,sauce
20547,57,gouda,dairy
20548,96,pepper,spice
20548,100,basil,spice
20548,65,oats,grain
20549,1,chicken,protein
20549,107,cinnamon,spice
20549,32,avocado,vegetable
20549,98,paprika,spice
20550,1,chicken,protein
20550,50,cream,dairy
20550,38,ginger,vegetable
20550,37,garlic,vegetable
20550,154,pistachio,nut
20550,113,lime,fruit
20550,3,pork,protein
20550,25,kale,vegetable
20551,107,cinnamon,spice
20551,147,peanut oil,oil
20551,33,corn,vegetable
20551,120,blueberry,fruit
20552,155,pecan,nut
20553,127,dragon fruit,fruit
20553,55,swiss cheese,dairy
20553,28,bell pepper,vegetable
20553,53,sour cream,dairy
20554,53,sour cream,dairy
20554,30,zucchini,vegetable
20554,145,canola oil,oil
20555,77,tomato sauce,sauce
20555,102,rosemary,spice
20555,57,gouda,dairy
20556,80,bbq sauce,sauce
20557,70,croissant,grain
20557,72,ramen noodles,grain
20558,141,olive oil,oil
20558,90,tahini,sauce
20558,88,marinara,sauce
20559,4,shrimp,protein
20559,19,chorizo,protein
20560,140,condensed milk,sweetener
20560,26,broccoli,vegetable
20560,80,bbq sauce,sauce
20561,1,chicken,protein
20561,50,cream,dairy
20561,38,ginger,vegetable
20561,37,garlic,vegetable
20561,150,peanut,nut
20561,12,crab,protein
20561,25,kale,vegetable
20561,21,onion,vegetable
20562,122,coconut,fruit
20562,34,jalapeno,vegetable
20563,109,garlic powder,spice
20563,122,coconut,fruit
20563,20,prosciutto,protein
20564,86,pesto,sauce
20564,10,bacon,protein
20564,83,teriyaki,sauce
20565,27,carrot,vegetable
20565,58,provolone,dairy
20565,12,crab,protein
20565,107,cinnamon,spice
20566,27,carrot,vegetable
20566,44,cheddar,dairy
20566,78,soy sauce,sauce
20566,92,oyster sauce,sauce
20567,130,sugar,sweetener
20568,38,ginger,vegetable
20569,93,fish sauce,sauce
20569,154,pistachio,nut
20569,120,blueberry,fruit
20570,24,spinach,vegetable
20570,107,cinnamon,spice
20571,96,pepper,spice
20571,151,almond,nut
20571,137,vanilla extract,sweetener
20571,43,parmesan,dairy
20572,97,cumin,spice
20572,140,condensed milk,sweetener
20573,26,broccoli,vegetable
20574,1,chicken,protein
20574,22,tomato,vegetable
20574,50,cream,dairy
20574,37,garlic,vegetable
20574,126,passion fruit,fruit
20574,55,swiss cheese,dairy
20574,91,hoisin,sauce
20574,11,duck,protein
20575,63,noodles,grain
20575,73,udon noodles,grain
20575,10,bacon,protein
20575,56,brie,dairy
20576,1,chicken,protein
20576,22,tomato,vegetable
20576,50,cream,dairy
20576,37,garlic,vegetable
20576,82,mayo,sauce
20576,80,bbq sauce,sauce
20576,145,canola oil,oil
20577,10,bacon,protein
20577,103,cayenne,spice
20577,49,butter,dairy
20577,56,brie,dairy
20578,75,couscous,grain
20578,15,sausage,protein
20578,141,olive oil,oil
20579,35,cabbage,vegetable
20579,68,naan,grain
20579,64,quinoa,grain
20580,103,cayenne,spice
20580,112,lemon,fruit
20581,50,cream,dairy
20581,37,garlic,vegetable
20581,142,vegetable oil,oil
20581,128,guava,fruit
20582,132,maple syrup,sweetener
20582,66,tortilla,grain
20582,42,mozzarella,dairy
20583,145,canola oil,oil
20583,153,walnut,nut
20584,103,cayenne,spice
20585,28,bell pepper,vegetable
20586,149,truffle oil,oil
20586,26,broccoli,vegetable
20586,33,corn,vegetable
20587,139,caramel,sweetener
20587,105,coriander,spice
20588,71,sourdough,grain
20588,124,grape,fruit
20588,140,condensed milk,sweetener
20588,33,corn,vegetable
20589,143,sesame oil,oil
20590,101,thyme,spice
20590,12,crab,protein
20591,1,chicken,protein
20591,22,tomato,vegetable
20591,50,cream,dairy
20591,37,garlic,vegetable
20591,14,scallops,protein
20591,82,mayo,sauce
20592,146,avocado oil,oil
20592,120,blueberry,fruit
20592,128,guava,fruit
20592,95,salt,spice
20593,26,broccoli,vegetable
20593,128,guava,fruit
20594,56,brie,dairy
20594,102,rosemary,spice
20594,115,mango,fruit
20594,126,passion fruit,fruit
20595,34,jalapeno,vegetable
20595,58,provolone,dairy
20596,1,chicken,protein
20596,22,tomato,vegetable
20596,50,cream,dairy
20596,38,ginger,vegetable
20596,78,soy sauce,sauce
20596,140,condensed milk,sweetener
20597,72,ramen noodles,grain
20597,98,paprika,spice
20597,44,cheddar,dairy
20597,65,oats,grain
20598,47,goat cheese,dairy
20598,83,teriyaki,sauce
20598,53,sour cream,dairy
20599,21,onion,vegetable
20599,38,ginger,vegetable
20599,33,corn,vegetable
20600,72,ramen noodles,grain
20600,36,celery,vegetable
20600,126,passion fruit,fruit
20601,132,maple syrup,sweetener
20601,44,cheddar,dairy
20601,72,ramen noodles,grain
20602,38,ginger,vegetable
20602,138,chocolate,sweetener
20603,77,tomato sauce,sauce
20604,18,pulled pork,protein
20604,70,croissant,grain
20604,96,pepper,spice
20604,7,tofu,protein
20605,76,farro,grain
20605,111,za'atar,spice
20605,13,lobster,protein
20606,22,tomato,vegetable
20606,82,mayo,sauce
20606,28,bell pepper,vegetable
20606,54,blue cheese,dairy
20607,56,brie,dairy
20607,74,rice noodles,grain
20608,130,sugar,sweetener
20608,107,cinnamon,spice
20608,6,tuna,protein
20609,98,paprika,spice
20609,107,cinnamon,spice
20610,102,rosemary,spice
20610,141,olive oil,oil
20610,93,fish sauce,sauce
20611,4,shrimp,protein
20611,142,vegetable oil,oil
20611,128,guava,fruit
20612,25,kale,vegetable
20612,141,olive oil,oil
20613,81,ranch,sauce
20613,83,teriyaki,sauce
20613,20,prosciutto,protein
20614,4,shrimp,protein
20614,74,rice noodles,grain
20614,150,peanut,nut
20614,113,lime,fruit
20614,43,parmesan,dairy
20615,4,shrimp,protein
20615,150,peanut,nut
20615,113,lime,fruit
20615,135,molasses,sweetener
20615,110,curry powder,spice
20615,84,sriracha,sauce
20615,55,swiss cheese,dairy
20616,118,banana,fruit
20616,36,celery,vegetable
20616,15,sausage,protein
20617,2,beef,protein
20617,53,sour cream,dairy
20617,117,apple,fruit
20618,74,rice noodles,grain
20619,60,pasta,grain
20619,27,carrot,vegetable
20619,59,rice,grain
20619,19,chorizo,protein
20620,139,caramel,sweetener
20620,97,cumin,spice
20621,90,tahini,sauce
20621,51,milk,dairy
20621,152,cashew,nut
20621,109,garlic powder,spice
20622,42,mozzarella,dairy
20622,30,zucchini,vegetable
20623,119,strawberry,fruit
20624,110,curry powder,spice
20625,68,naan,grain
20625,157,pine nut,nut
20625,130,sugar,sweetener
20625,154,pistachio,nut
20626,135,molasses,sweetener
20627,148,chili oil,oil
20627,42,mozzarella,dairy
20627,99,oregano,spice
20627,136,stevia,sweetener
20628,72,ramen noodles,grain
20629,80,bbq sauce,sauce
20629,1,chicken,protein
20629,145,canola oil,oil
20629,40,bok choy,vegetable
20630,102,rosemary,spice
20630,156,hazelnut,nut
20630,120,blueberry,fruit
20630,149,truffle oil,oil
20631,107,cinnamon,spice
20632,141,olive oil,oil
20632,57,gouda,dairy
20632,21,onion,vegetable
20632,145,canola oil,oil
20633,129,yuzu,fruit
20633,18,pulled pork,protein
20633,19,chorizo,protein
20634,79,hot sauce,sauce
20634,135,molasses,sweetener
20634,62,flour,grain
20635,67,pita,grain
20635,104,turmeric,spice
20636,54,blue cheese,dairy
20636,158,macadamia,nut
20637,111,za'atar,spice
20638,13,lobster,protein
20638,132,maple syrup,sweetener
20638,31,cucumber,vegetable
20638,82,mayo,sauce
20639,11,duck,protein
20639,145,canola oil,oil
20639,141,olive oil,oil
20639,139,caramel,sweetener
20640,118,banana,fruit
20640,143,sesame oil,oil
20640,84,sriracha,sauce
20641,75,couscous,grain
20642,56,brie,dairy
20642,116,pineapple,fruit
20642,152,cashew,nut
20642,73,udon noodles,grain
20643,37,garlic,vegetable
20644,129,yuzu,fruit
20644,113,lime,fruit
20645,48,ricotta,dairy
20645,131,honey,sweetener
20645,110,curry powder,spice
20645,49,butter,dairy
20646,4,shrimp,protein
20646,74,rice noodles,grain
20646,150,peanut,nut
20646,113,lime,fruit
20646,90,tahini,sauce
20646,46,feta,dairy
20646,11,duck,protein
20647,96,pepper,spice
20647,57,gouda,dairy
20648,122,coconut,fruit
20648,27,carrot,vegetable
20648,28,bell pepper,vegetable
20648,96,pepper,spice
20649,8,lamb,protein
20649,77,tomato sauce,sauce
20650,45,cream cheese,dairy
20650,37,garlic,vegetable
20651,107,cinnamon,spice
20652,65,oats,grain
20652,138,chocolate,sweetener
20652,103,cayenne,spice
20652,19,chorizo,protein
20653,19,chorizo,protein
20653,77,tomato sauce,sauce
20653,6,tuna,protein
20654,22,tomato,vegetable
20654,70,croissant,grain
20654,142,vegetable oil,oil
20654,151,almond,nut
20655,56,brie,dairy
20655,4,shrimp,protein
20655,24,spinach,vegetable
20656,107,cinnamon,spice
20657,150,peanut,nut
20657,17,steak,protein
